開目,0.010944013249426818,灼灼,ming
愴,0.010941348364546098,灼灼,ming
有光輝,0.010938846772997897,灼灼,ming
如三,0.010926142920663826,灼灼,ming
朝陽,0.010923617214750728,灼灼,ming
紅光,0.010920650629231704,灼灼,ming
明別,0.010908326975892188,灼灼,ming
半酣,0.010907725298261055,灼灼,ming
中漬,0.01089168700695281,灼灼,ming
營巢于,0.010889209802648257,灼灼,ming
爓,0.01088592099397366,灼灼,ming
衣絳衣,0.010885445164445612,灼灼,ming
晚猶囀,0.01088304892430114,灼灼,ming
抱愁,0.010848157575430405,灼灼,ming
實著,0.010846572830123281,灼灼,ming
露奇,0.010840258336024677,灼灼,ming
古柏之狀,0.010837116261552957,灼灼,ming
懷慶府,0.010834542406690646,灼灼,ming
邀約,0.010834377994049451,灼灼,ming
英英,0.01081893781637697,灼灼,ming
朱華,0.010814765239162994,灼灼,ming
吉祥,0.01080496185206349,灼灼,ming
休命祥,0.01079862338972385,灼灼,ming
蒼苔,0.010788107314323805,灼灼,ming
休命,0.01078400214861562,灼灼,ming
桃紅,0.010775912769461281,灼灼,ming
業已,0.010770018693635468,灼灼,ming
換骨,0.010748900981703327,灼灼,ming
武愛道,0.010734110793114591,灼灼,ming
玄真,0.010733363597975366,灼灼,ming
琢如磨,0.010719148818166192,灼灼,ming
翩翩,0.010716729066292197,灼灼,ming
禮制,0.01071138172171997,灼灼,ming
辰戌斗亘,0.010708680706254865,灼灼,ming
徒春陽,0.010704529774976877,灼灼,ming
邊葉,0.01069718688536735,灼灼,ming
以熨痛,0.0106853056207896,灼灼,ming
隱雷,0.01067854211445439,灼灼,ming
光明,0.010677297468824367,灼灼,ming
毋致,0.010671551352383742,灼灼,ming
顛仙,0.010665697575216035,灼灼,ming
秀之宜,0.010647869364816265,灼灼,ming
花憶,0.01064561042171914,灼灼,ming
五色,0.010640659822839507,灼灼,ming
獄,0.010638898132976428,灼灼,ming
地人,0.010637941687974358,灼灼,ming
有簣,0.010626521259013026,灼灼,ming
誣陷,0.010624511972123246,灼灼,ming
懷欲訴,0.01062387336969079,灼灼,ming
不爽,0.010612664338592879,灼灼,ming
過時,0.01060811036247782,灼灼,ming
徳者,0.010604555905865464,灼灼,ming
說家,0.010600192550342976,灼灼,ming
成仙,0.01059081002475937,灼灼,ming
汗,0.010588128640337624,灼灼,ming
火欲,0.01058743325397123,灼灼,ming
淹淹,0.010585283531718984,灼灼,ming
椀,0.010576603356877148,灼灼,ming
而溫,0.010563488537262135,灼灼,ming
競芳,0.010560088477270956,灼灼,ming
娬,0.010559549202198329,灼灼,ming
媚叢,0.010558163686651844,灼灼,ming
煇煇,0.010555110513602415,灼灼,ming
卓見踵永賴,0.010553659650685313,灼灼,ming
夭桃野,0.010552638075574335,灼灼,ming
孫七襄,0.01054675965906598,灼灼,ming
敷黃者,0.010543772500558156,灼灼,ming
人燭,0.010539100059597307,灼灼,ming
似火,0.010530419437334845,灼灼,ming
瑩瑩易,0.010525322120938551,灼灼,ming
春花,0.010522978855336523,灼灼,ming
天道,0.010521645944380969,灼灼,ming
惜惜,0.010519641819921105,灼灼,ming
價酬,0.010515953562473297,灼灼,ming
舊院,0.010514487483884982,灼灼,ming
文彩,0.010509347983045108,灼灼,ming
初染,0.010508216974200148,灼灼,ming
畢虛,0.010504347943428125,灼灼,ming
水中,0.010503662726703238,灼灼,ming
株果,0.010502072387602143,灼灼,ming
百倍,0.010497565509385128,灼灼,ming
漣,0.010495440060698082,灼灼,ming
永日,0.010491228665291756,灼灼,ming
太古,0.01048941731516838,灼灼,ming
霜華吐萼,0.01048747757967166,灼灼,ming
初酌,0.010481699798802925,灼灼,ming
緇,0.010479076032565367,灼灼,ming
春樹花,0.010474961043206173,灼灼,ming
集鄉,0.010471075526708378,灼灼,ming
笠,0.010469070383529643,灼灼,ming
山轉,0.010465475313777828,灼灼,ming
追,0.010458316039115222,灼灼,ming
無親,0.010456682399213307,灼灼,ming
端端,0.010454764477183338,灼灼,ming
神光,0.010438090482907305,灼灼,ming
圈子,0.010437969311206644,灼灼,ming
虛寶座,0.010433360992710675,灼灼,ming
聊一及,0.010432606786855874,灼灼,ming
花欲待,0.010430901799806254,灼灼,ming
山茶花,0.010429652411145648,灼灼,ming
旗杆,0.01042873674072825,灼灼,ming
錫以,0.01041467011728023,灼灼,ming
可具,0.010413851046349107,灼灼,ming
滾滾,0.010412762316072903,灼灼,ming
直,0.010411419513573175,灼灼,ming
靈風振瓊柯,0.010407395909560642,灼灼,ming
青華林,0.010407395909560632,灼灼,ming
鹽,0.010405348238797726,灼灼,ming
歌曲,0.010402658621522122,灼灼,ming
五束,0.01039736044645128,灼灼,ming
尚繁,0.01039630132499906,灼灼,ming
鏡終,0.010395843612945588,灼灼,ming
隋蕭,0.010387660489618413,灼灼,ming
大道,0.010386173567578958,灼灼,ming
䘚,0.010384773914359737,灼灼,ming
仙其,0.010383128820526017,灼灼,ming
其韻,0.010372712837525583,灼灼,ming
添,0.010359389244493875,灼灼,ming
翻風,0.01034748746214202,灼灼,ming
蒸萬實,0.010344582076058555,灼灼,ming
金房,0.010344514808933667,灼灼,ming
耀天輪,0.010344018822734802,灼灼,ming
移根,0.010341214539753323,灼灼,ming
之團團,0.010340952780185092,灼灼,ming
中心,0.01033519977576615,灼灼,ming
明當,0.01033493618613238,灼灼,ming
及麥,0.010332102588299048,灼灼,ming
初八,0.010330583015537746,灼灼,ming
雷車,0.010329930373285575,灼灼,ming
欲落,0.010317042443332631,灼灼,ming
露華人間,0.01031468705632236,灼灼,ming
光澤,0.010310350321927116,灼灼,ming
客舉,0.010303319377117084,灼灼,ming
歷代,0.01030088014212177,灼灼,ming
如經綸,0.01030023021341818,灼灼,ming
中塵,0.010291809055526076,灼灼,ming
青青,0.010291512414914933,灼灼,ming
照雷城,0.010288248902117677,灼灼,ming
方廣德,0.010273266277780762,灼灼,ming
p.791,0.010272412224622416,灼灼,ming
懸珠,0.010271707155742767,灼灼,ming
身後事,0.010271275243958475,灼灼,ming
映雞村,0.010267843130570959,灼灼,ming
庭花開,0.010267130638022372,灼灼,ming
降祉,0.01026689532809058,灼灼,ming
九道,0.010257038162689611,灼灼,ming
三春爭艷麗,0.01025459669564806,灼灼,ming
當小閉,0.010251647976843173,灼灼,ming
默默,0.01025151252547391,灼灼,ming
扶持,0.010250721731135117,灼灼,ming
此詩,0.010248524648202235,灼灼,ming
直入,0.010246002326617301,灼灼,ming
宿命,0.01024388825646409,灼灼,ming
鳴條,0.01024277405159037,灼灼,ming
矮,0.010240384743421939,灼灼,ming
因所見,0.01023420773693707,灼灼,ming
之曄若,0.010231281064321725,灼灼,ming
中亦正,0.010216903821059201,灼灼,ming
韓幹固,0.010204574332039664,灼灼,ming
地踏菜,0.010201308223503234,灼灼,ming
野莧,0.010201308223503234,灼灼,ming
城角,0.01019990188170058,灼灼,ming
保寧堡,0.010199901881700576,灼灼,ming
吹徹,0.010196323445728824,灼灼,ming
之羅充,0.01019448769470323,灼灼,ming
鹹,0.010193921559540338,灼灼,ming
玉為葩,0.01018226845654243,灼灼,ming
英美,0.010171922046416423,灼灼,ming
考耳公孫尼子,0.01017094464536067,灼灼,ming
燃小畜,0.010170647261585685,灼灼,ming
面形,0.010163112484825427,灼灼,ming
若,0.010160960577816508,灼灼,ming
老虎,0.010159671652552554,灼灼,ming
成徑,0.010158725322320431,灼灼,ming
顚,0.010148022795410537,灼灼,ming
身上,0.010146420112225066,灼灼,ming
凶人終,0.010145208525096292,灼灼,ming
足令,0.010142790387686366,灼灼,ming
出火,0.010138950895205504,灼灼,ming
夭桃,0.010131534268575895,灼灼,ming
之恩,0.010130813223501397,灼灼,ming
千載,0.010127288321361859,灼灼,ming
閉戶,0.010122293227343575,灼灼,ming
只效,0.010120952997765836,灼灼,ming
盖頌桃,0.010112520440128779,灼灼,ming
過得,0.010108899515210967,灼灼,ming
一條,0.010094759077818902,灼灼,ming
常倫,0.010093886331284182,灼灼,ming
盆荷紛,0.010091259467090332,灼灼,ming
一對,0.010087063217500835,灼灼,ming
龜,0.010080780280414002,灼灼,ming
生岸邊,0.01007845929506401,灼灼,ming
環,0.01007646849958471,灼灼,ming
金蛇,0.010071429913056186,灼灼,ming
傷心,0.010069935392697961,灼灼,ming
空懸處,0.010066041992569743,灼灼,ming
凔,0.010055486544440502,灼灼,ming
圓陀陀,0.01004378845411441,灼灼,ming
西番,0.010043634692594039,灼灼,ming
其花,0.010043282963626653,灼灼,ming
至生,0.010037671901030774,灼灼,ming
師撥,0.01002492915225358,灼灼,ming
一粒,0.0100231867795839,灼灼,ming
魒,0.010019375635711349,灼灼,ming
因緣,0.01000898693027222,灼灼,ming
戔戔,0.010007671229655131,灼灼,ming
開爐須,0.009995704321996498,灼灼,ming
辛味,0.009990947423618633,灼灼,ming
宋諸臣,0.009990050243945519,灼灼,ming
門外,0.009976375564950075,灼灼,ming
吒,0.009966476184938705,灼灼,ming
夜月,0.009956349441406106,灼灼,ming
信有,0.00995421986045448,灼灼,ming
隙,0.009952027943810374,灼灼,ming
之土,0.009941190248984046,灼灼,ming
手掌,0.009935618897237288,灼灼,ming
烈火,0.009929533837421813,灼灼,ming
奏議,0.00992547543268983,灼灼,ming
某書來眾,0.00990674737917786,灼灼,ming
婀娜,0.009902106260435525,灼灼,ming
露宵,0.009882282893774894,灼灼,ming
翠葉素,0.009866598911823864,灼灼,ming
晚秋,0.009859641564448948,灼灼,ming
載有,0.00985792572253084,灼灼,ming
猢猻,0.009857917281672231,灼灼,ming
生秋草,0.009833194966863742,灼灼,ming
無常,0.00983104744858977,灼灼,ming
句法,0.009813790216296582,灼灼,ming
鳴雁尚期,0.009809289993125928,灼灼,ming
冬春,0.0098083893968078,灼灼,ming
桃有,0.009804941428474533,灼灼,ming
岳,0.009804102175572689,灼灼,ming
清且,0.009796696181239834,灼灼,ming
必寒非,0.009793801275525399,灼灼,ming
樓窗,0.00978924945022069,灼灼,ming
舞天,0.009788825864056858,灼灼,ming
炤,0.009786833167150833,灼灼,ming
膿血,0.009783262476235018,灼灼,ming
躡太,0.009781993618994577,灼灼,ming
晚年,0.009781823189636172,灼灼,ming
𣺯,0.009768237510872088,灼灼,ming
香氣襲,0.00976510226885364,灼灼,ming
紅綃,0.009762972716784238,灼灼,ming
往還,0.009762596718242504,灼灼,ming
之花,0.009753388628096727,灼灼,ming
遠近,0.0097431297258336845,灼灼,ming
百萬雷,0.009737316393637997,灼灼,ming
颭,0.0097351767145663,灼灼,ming
衝吾今,0.009719380692883459,灼灼,ming
開戶,0.009716744773753306,灼灼,ming
言行,0.009713939069178154,灼灼,ming
加以,0.009711447505912177,灼灼,ming
低昂,0.009710970694093324,灼灼,ming
存工,0.009710970694093324,灼灼,ming
太乙爐,0.009707438061310112,灼灼,ming
東蒙,0.009706214188442398,灼灼,ming
遐邇,0.009703427641131855,灼灼,ming
延綏,0.009698074155115748,灼灼,ming
拄杖,0.009688196372677175,灼灼,ming
世習樂,0.009680956096156334,灼灼,ming
叢菊滿,0.009671520490195712,灼灼,ming
熒惑,0.0096591548218992,灼灼,ming
遠有,0.009656962336231244,灼灼,ming
藥紅,0.00964600259301574,灼灼,ming
傅粉何,0.009643889075455585,灼灼,ming
無疑,0.009634378667347766,灼灼,ming
余謂,0.009624324628564511,灼灼,ming
炎炎,0.009622639574141386,灼灼,ming
隖,0.009620181875915125,灼灼,ming
鏡,0.009616951324029014,灼灼,ming
電,0.009613078212469007,灼灼,ming
青華林靈,0.009592847591051378,灼灼,ming
勝紀,0.009587738080946732,灼灼,ming
春殆,0.009585723823174297,灼灼,ming
隴,0.009580713940172602,灼灼,ming
教化,0.00957973282187946,灼灼,ming
燈千盞,0.009578706851009028,灼灼,ming
何煩,0.00957431896152574,灼灼,ming
半綠苔,0.009569584842695761,灼灼,ming
白氣,0.00956617375333394,灼灼,ming
照水,0.009562124282886254,灼灼,ming
為腦,0.009561675331738736,灼灼,ming
名字,0.009559472279016337,灼灼,ming
𡵯,0.009557541655757375,灼灼,ming
朝採,0.009541776113463659,灼灼,ming
如漢,0.009539844588660931,灼灼,ming
時繹思,0.009538733169313068,灼灼,ming
望空,0.009535453665271915,灼灼,ming
功行,0.009531351827494964,灼灼,ming
留宿,0.009529711859951238,灼灼,ming
生兄,0.009526704154009679,灼灼,ming
素上,0.00952104911800613,灼灼,ming
龍吟,0.009519215564613511,灼灼,ming
生絲,0.009513493009490706,灼灼,ming
昨,0.009510049797555856,灼灼,ming
四門開,0.009498984172315593,灼灼,ming
浮八威,0.009487864592891335,灼灼,ming
錢塘,0.009487589935932666,灼灼,ming
樂挺翠盖,0.009485962217273191,灼灼,ming
番番,0.009482801396056997,灼灼,ming
蠢動,0.00948191371731506,灼灼,ming
壼,0.009481880659466079,灼灼,ming
先,0.009470978145545157,灼灼,ming
燈中,0.009464011393234375,灼灼,ming
如峻,0.009445858112336385,灼灼,ming
同時,0.009441212850652102,灼灼,ming
今差,0.009439511852536804,灼灼,ming
朱顏色,0.009438765426723077,灼灼,ming
周南,0.009428378438620625,灼灼,ming
活血,0.009417415430443296,灼灼,ming
不稱,0.009415210844801687,灼灼,ming
惄,0.009411125028369497,灼灼,ming
而況,0.009398628382356269,灼灼,ming
金魚,0.009392081248674508,灼灼,ming
露玉魄,0.009374673430737997,灼灼,ming
暈然,0.00937263387091439,灼灼,ming
荷葉擎,0.00936629961681341,灼灼,ming
有聲,0.009362746593797074,灼灼,ming
甕,0.009356588746219289,灼灼,ming
鎚,0.009352734960976026,灼灼,ming
似將,0.009348243004806358,灼灼,ming
知音,0.00934459207537574,灼灼,ming
絃,0.009339066910525037,灼灼,ming
裏,0.009329718497680764,灼灼,ming
夏樹,0.009328208027898594,灼灼,ming
星河,0.009324574849754057,灼灼,ming
亘古,0.009322884411477638,灼灼,ming
腳跡,0.009320915642528864,灼灼,ming
應慘,0.009310350270899055,灼灼,ming
紅芍,0.009307054784483142,灼灼,ming
已定,0.009300881381292165,灼灼,ming
半繁枝,0.009295387151572233,灼灼,ming
生兮化,0.009293723825532707,灼灼,ming
疑欲舞,0.0092914010266291,灼灼,ming
醫妙,0.00928897274337227,灼灼,ming
燔,0.009282958837680277,灼灼,ming
儲精地,0.009271618347450295,灼灼,ming
葩,0.00926889821619775,灼灼,ming
生獰,0.009264706009499258,灼灼,ming
唐之人馬,0.009256062645697742,灼灼,ming
明然後見,0.009248932794328866,灼灼,ming
定山,0.009242603096845691,灼灼,ming
倉,0.009242408020065379,灼灼,ming
溝壑,0.009234655624058868,灼灼,ming
詳酌,0.009219755639704,灼灼,ming
黑霧,0.009214465865470298,灼灼,ming
關關,0.009212047977063566,灼灼,ming
次後來,0.009210655575514544,灼灼,ming
合諸賢,0.009210114741646788,灼灼,ming
collocate,value,ideo,period
灼灼,0.28118127627902745,灼灼,minguo
雪半青,0.044133351727575106,灼灼,minguo
晴嵐花,0.04397327280426085,灼灼,minguo
白陽峰,0.043159681294178305,灼灼,minguo
春澗水,0.042121740769688894,灼灼,minguo
雲全,0.04070554222098696,灼灼,minguo
南嶺,0.03806650996681889,灼灼,minguo
雞犬,0.037297491931525324,灼灼,minguo
金庭,0.03593694449867123,灼灼,minguo
桑麻外,0.03470039096965392,灼灼,minguo
桃李,0.0337884606155361,灼灼,minguo
泠泠,0.033350669235262975,灼灼,minguo
已入,0.032415221964787834,灼灼,minguo
欄邊,0.03233211894158922,灼灼,minguo
漁舟,0.03196442077301019,灼灼,minguo
紅綻,0.03131683023090985,灼灼,minguo
面對,0.030751544509148868,灼灼,minguo
葵,0.03039331921154433,灼灼,minguo
灣灣,0.030077911075306787,灼灼,minguo
敷晨葩,0.029036475340878175,灼灼,minguo
皇居帝,0.028912709894995406,灼灼,minguo
飄飄,0.02885086826870869,灼灼,minguo
下水,0.027756834945598902,灼灼,minguo
芙蓉花,0.027667273824906583,灼灼,minguo
貴守,0.026767423934727086,灼灼,minguo
闕開,0.02675094855073412,灼灼,minguo
委路,0.026582598162642575,灼灼,minguo
停,0.026171576249731078,灼灼,minguo
谷路,0.026089137488226107,灼灼,minguo
蛇行,0.026065680465695705,灼灼,minguo
到門遠,0.025635642769883178,灼灼,minguo
涉世,0.02549357700128177,灼灼,minguo
錯碧流堂,0.0254255946593257,灼灼,minguo
出水,0.025415404008014862,灼灼,minguo
幪,0.025409842781685083,灼灼,minguo
。,0.025388496963943744,灼灼,minguo
江作,0.025334913506731477,灼灼,minguo
真,0.024850937916681724,灼灼,minguo
塵土,0.02482691839303531,灼灼,minguo
汀,0.024721209679328237,灼灼,minguo
明鐙,0.024445424301926966,灼灼,minguo
塵能,0.024367079308490826,灼灼,minguo
永潛翳,0.02430417940083792,灼灼,minguo
花開,0.02430211425281505,灼灼,minguo
江安,0.0242910088747379,灼灼,minguo
柳細,0.024146842756805977,灼灼,minguo
狀如,0.024039540838862613,灼灼,minguo
沈浮,0.024036874309741767,灼灼,minguo
刊落,0.024036834124882965,灼灼,minguo
柔枝,0.023832425498561353,灼灼,minguo
地玉為,0.023711227215446867,灼灼,minguo
小盤,0.023256552958247537,灼灼,minguo
翠色,0.023182101805234147,灼灼,minguo
姿來,0.02316389342600197,灼灼,minguo
臥歸島,0.023127703075685867,灼灼,minguo
裊此,0.023075628403750905,灼灼,minguo
花斂,0.023025245764128274,灼灼,minguo
花,0.022961746037528586,灼灼,minguo
沈,0.022919118777312918,灼灼,minguo
光諸華,0.022850942506480097,灼灼,minguo
當我前,0.022781599750660582,灼灼,minguo
別後無餘事,0.02269576308320602,灼灼,minguo
蠕蠕,0.022603107485552595,灼灼,minguo
權相,0.02254460225352391,灼灼,minguo
千秋,0.02245246725921627,灼灼,minguo
向晚,0.02244807803927007,灼灼,minguo
姬授,0.022417625768368213,灼灼,minguo
嬪自華胄,0.022389895730039296,灼灼,minguo
聲華必,0.022347240318341923,灼灼,minguo
林木,0.02231043971130018,灼灼,minguo
焰炙手,0.02222915373332404,灼灼,minguo
競濡首,0.022208929242014373,灼灼,minguo
相間,0.022185922776636658,灼灼,minguo
草紅,0.022032099473250456,灼灼,minguo
居冠蓋域,0.02201261174539131,灼灼,minguo
王迹,0.022005130261103085,灼灼,minguo
依依,0.021959403905824317,灼灼,minguo
軀隨風,0.021940801148992564,灼灼,minguo
于,0.02190827788479189,灼灼,minguo
平分,0.02183659644148235,灼灼,minguo
兀突,0.021831601170199184,灼灼,minguo
根歸,0.02166333719613618,灼灼,minguo
亂定,0.02158397489843114,灼灼,minguo
鱗次,0.02157091114780637,灼灼,minguo
駭動,0.02153922361137723,灼灼,minguo
佳氣,0.02153841958150473,灼灼,minguo
沁,0.021403906363440146,灼灼,minguo
儲,0.021321213525706196,灼灼,minguo
西園,0.02131097862198277,灼灼,minguo
豔,0.021280531671022868,灼灼,minguo
唯坐,0.02121504684220493,灼灼,minguo
其華,0.020961005028780212,灼灼,minguo
婉婉相,0.020942933201637683,灼灼,minguo
還應,0.02093642825626157,灼灼,minguo
異應,0.020926067416945655,灼灼,minguo
苞,0.02092587784562275,灼灼,minguo
頹陽九帝,0.02090377495431876,灼灼,minguo
人之聞,0.020832372178608713,灼灼,minguo
微薄,0.020737580813531775,灼灼,minguo
公定,0.02073531286707817,灼灼,minguo
戀榮,0.020587936252635025,灼灼,minguo
耳目,0.020565346851573914,灼灼,minguo
也然,0.020540767935783123,灼灼,minguo
墳邊,0.02050746004587239,灼灼,minguo
史牒,0.020433023753843267,灼灼,minguo
